Subject age	Gender	Race	State	Method of death	Disposition	Date of Death	Year	Col 9
44.	Male	Unknown race	TX	Gunshot	Unreported	August 23, 2014	2014	
39.	Male	Hispanic/Latino	AZ	Gunshot	Unreported	August 23, 2014	2014	
26.	Male	African-American/Black	MA	Vehicle	Criminal	August 23, 2014	2014	
18.	Male	European-American/White	KS	Gunshot	Pending investigation	August 23, 2014	2014	
32.	Male	European-American/White	AZ	Gunshot	Unreported	April 11, 2014	2014	
61.	Male	Unknown race	MD	Gunshot	Unreported	August 23, 2014	2014	
21.	Male	Hispanic/Latino	CA	Gunshot	Unreported	September 16, 2014	2014	
22.	Male	European-American/White	CA	Gunshot	Pending investigation	September 17, 2014	2014	
22.	Male	European-American/White	CA	Gunshot	Pending investigation	September 17, 2014	2014	
29.	Male	African-American/Black	GA	Gunshot	Pending investigation	September 18, 2014	2014	
52.	Male	European-American/White	OR	Gunshot	Unreported	August 24, 2014	2014	
35.	Male	Unknown race	FL	Tasered	Unreported	August 24, 2014	2014	
41.	Male	European-American/White	FL	Tasered	Unreported	August 24, 2014	2014	
31.	Male	European-American/White	WV	Gunshot	Unknown	August 24, 2014	2014	
52.	Male	Unknown race	KS	Gunshot	Unreported	June 1, 2014	2014	
22.	Male	Unknown race	OK	Gunshot	Pending investigation	August 24, 2014	2014	
38.	Male	African-American/Black	OK	Unknown	Unreported	August 24, 2014	2014	
24.	Male	African-American/Black	GA	Tasered	Pending investigation	April 11, 2014	2014	
53.	Male	European-American/White	FL	Gunshot	Unreported	April 11, 2014	2014	
35.	Male	African-American/Black	OH	Gunshot	Pending investigation	September 2, 2014	2014	
43.	Male	Unknown race	NY	Tasered	Unreported	September 20, 2014	2014	
29.	Male	Unknown race	OR	Gunshot	Unreported	September 21, 2014	2014	
20.	Male	African-American/Black	IL	Gunshot	Unreported	August 25, 2014	2014	
36.	Male	Hispanic/Latino	CA	Gunshot	Justified	September 22, 2014	2014	
29.	Male	African-American/Black	TX	Gunshot	Under Investigation	August 25, 2014	2014	
51.	Male	Hispanic/Latino	TX	Gunshot	Unreported	August 25, 2014	2014	
29.	Male	African-American/Black	TX	Gunshot	Unreported	August 25, 2014	2014	
28.	Male	Unknown race	KY	Gunshot	Pending investigation	September 23, 2014	2014	
14.	Male	African-American/Black	LA	Gunshot	Pending investigation	September 23, 2014	2014	
54.	Male	European-American/White	IA	Gunshot	Pending investigation	September 23, 2014	2014	
29.	Male	European-American/White	CO	Gunshot	Justified	August 25, 2014	2014	
73.	Male	Unknown race	OR	Gunshot	Unreported	June 10, 2014	2014	
21.	Male	African-American/Black	GA	Gunshot	Unreported	June 10, 2014	2014	
32.	Male	African-American/Black	NE	Gunshot	Unreported	August 26, 2014	2014	
59.	Male	European-American/White	GA	Gunshot	Pending Investigation	September 25, 2014	2014	
18.	Male	African-American/Black	IL	Gunshot	Under investigation	August 26, 2014	2014	
25.	Male	European-American/White	OH	Gunshot	Pending investigation	September 26, 2014	2014	
20.	Male	European-American/White	WV	Gunshot	Justified	August 26, 2014	2014	
38.	Male	European-American/White	NE	Gunshot	Pending investigation	August 26, 2014	2014	
31.	Male	Unknown race	CA	Gunshot	Unreported	June 10, 2014	2014	
25.	Male	European-American/White	MO	Gunshot	Justified	June 10, 2014	2014	
18.	Male	European-American/White	TN	Gunshot	Pending investigation	September 27, 2014	2014	
34.	Male	Unknown race	ME	Gunshot	Unreported	September 27, 2014	2014	
34.	Male	African-American/Black	MD	Gunshot	Justified	April 11, 2014	2014	
18.	Male	Hispanic/Latino	TX	Gunshot	Unreported	August 27, 2014	2014	
45.	Male	Unknown race	CA	Gunshot	Justified	August 27, 2014	2014	
54.	Male	Unknown race	CA	Gunshot	Pending investigation	August 27, 2014	2014	
51.	Male	Hispanic/Latino	NY	Gunshot	Pending Investigation	September 29, 2014	2014	
47.	Male	Hispanic/Latino	NY	Gunshot	Pending Investigation	September 29, 2014	2014	
30.	Male	European-American/White	NY	Medical emergency	Unreported	June 11, 2014	2014	
43.	Male	Unknown race	NV	Gunshot	Pending investigation	September 3, 2014	2014	
22.	Male	Hispanic/Latino	CA	Gunshot	Unreported	June 11, 2014	2014	
36.	Male	Unknown race	MN	Gunshot	Pending investigation	August 28, 2014	2014	
21.	Male	Unknown race	MN	Gunshot	Unreported	August 28, 2014	2014	
32.	Male	European-American/White	CA	Gunshot	Pending investigation	August 28, 2014	2014	
37.	Male	European-American/White	NV	Gunshot	Unreported	June 11, 2014	2014	
38.	Male	European-American/White	OR	Gunshot	Unreported	June 11, 2014	2014	
45.	Male	European-American/White	GA	Gunshot	Justified	April 11, 2014	2014	
55.	Male	African-American/Black	FL	Beaten	Criminal	April 11, 2014	2014	
50.	Male	European-American/White	FL	Gunshot	Unreported	September 7, 2014	2014	
33.	Male	African-American/Black	FL	Gunshot	Unreported	August 29, 2014	2014	
45.	Male	Hispanic/Latino	TX	Gunshot	Unreported	August 29, 2014	2014	
44.	Male	European-American/White	AZ	Tasered	Unreported	August 29, 2014	2014	
23.	Male	African-American/Black	CA	Gunshot	Unreported	August 3, 2014	2014	
27.	Male	European-American/White	IA	Gunshot	Unreported	August 3, 2014	2014	
42.	Female	Hispanic/Latino	CA	Gunshot		August 3, 2014	2014	
20.	Male	Asian	MN	Gunshot	Unreported	August 3, 2014	2014	
49.	Male	European-American/White	ME	Gunshot	Unreported	August 3, 2014	2014	
30	Male	European-American/White	TX	Gunshot	Unreported	August 3, 2014	2014	
71.	Male	European-American/White	KS	Gunshot	Pending investigation	August 30, 2014	2014	
30.	Male	Unknown race	TX	Gunshot	Justified	August 30, 2014	2014	
21.	Male	Unknown race	MS	Gunshot	Unreported	August 30, 2014	2014	
51.	Male	European-American/White	WA	Gunshot	Unreported	August 30, 2014	2014	
42.	Male	Unknown race	NV	Gunshot	Under investigation	August 31, 2014	2014	
28.	Male	African-American/Black	MO	Gunshot	Pending investigation	August 31, 2014	2014	
28.	Male	Hispanic/Latino	NM	Gunshot	Unreported	August 4, 2014	2014	
19.	Male	African-American/Black	OK	Gunshot	Criminal	August 5, 2014	2014	
37.	Male	African-American/Black	OH	Gunshot	Unreported	August 5, 2014	2014	
37.	Male	Unknown race	OH	Gunshot	Unreported	August 5, 2014	2014	
22.	Male	African-American/Black	OH	Gunshot	Unknown	August 5, 2014	2014	
35.	Male	African-American/Black	FL	Gunshot	Unreported	August 5, 2014	2014	
53.	Male	Unknown race	VA	Gunshot	Suicide	August 5, 2014	2014	
55.	Male	Unknown race	VA	Gunshot	Unreported	August 5, 2014	2014	
51.	Male	Hispanic/Latino	HI	Gunshot	Unreported	August 6, 2014	2014	
26.	Male	African-American/Black	CA	Gunshot	Unreported	August 6, 2014	2014	
26.	Male	African-American/Black	CA	Gunshot		August 6, 2014	2014	
51.	Male	Unknown race	TX	Gunshot	Unreported	August 6, 2014	2014	
20.	Male	Unknown race	CA	Gunshot	Unreported	August 7, 2014	2014	
38.	Male	European-American/White	OR	Gunshot	Unreported	June 12, 2014	2014	
31.	Male	Unknown race	MI	Gunshot	Unreported	August 8, 2014	2014	
23.	Male	European-American/White	TX	Gunshot	Pending investigation	August 8, 2014	2014	
26.	Male	European-American/White	CO	Gunshot	Justified	August 8, 2014	2014	
38.	Male	Hispanic/Latino	PA	Tasered	Pending investigation	August 8, 2014	2014	
18.	Male	European-American/White	WV	Gunshot	Justified	June 12, 2014	2014	
22.	Male	Unknown race	IL	Gunshot	Justified	August 9, 2014	2014	
41.	Male	Unknown race	CA	Gunshot	Unreported	August 9, 2014	2014	
40.	Male	European-American/White	PA	Gunshot	Unreported	August 9, 2014	2014	
23.	Male	European-American/White	AR	Gunshot	Unreported	August 9, 2014	2014	
18.	Male	African-American/Black	MO	Gunshot	Justified	August 9, 2014	2014	
20.	Male	European-American/White	UT	Gunshot	Pending investigation	August 9, 2014	2014	
58.	Male	European-American/White	LA	Gunshot	Justified	June 12, 2014	2014	
23.	Male	European-American/White	OR	Gunshot	Justified	June 12, 2014	2014	
45.	Male	European-American/White	SC	Gunshot	Pending investigation	December 1, 2014	2014	
86.	Male	European-American/White	NY	Gunshot	Under investigation	April 12, 2014	2014	
34.	Male	African-American/Black	AZ	Gunshot	Pending investigation	December 2, 2014	2014	
40	Male	European-American/White	NV	Gunshot	Unknown	June 13, 2014	2014	
61.	Male	Unknown race	MS	Gunshot	Unreported	June 13, 2014	2014	
17.	Male	Hispanic/Latino	TX	Gunshot	Unreported	June 13, 2014	2014	
38.	Male	African-American/Black	TX	Gunshot	Unknown	June 14, 2014	2014	
40.	Male	Unknown race	IL	Gunshot	Unreported	June 14, 2014	2014	
21.	Male	Unknown race	CO	Gunshot	Justified	June 14, 2014	2014	
55.	Female	European-American/White	ME	Gunshot	Pending investigation	December 4, 2014	2014	
55.	Female	European-American/White	ME	Gunshot	Pending investigation	December 4, 2014	2014	
35.	Male	Hispanic/Latino	CA	Gunshot	Unreported	February 13, 2014	2014	
33.	Male	European-American/White	WA	Gunshot	Unreported	June 15, 2014	2014	
66.	Male	European-American/White	ME	Gunshot	Justified	April 12, 2014	2014	
66.	Male	European-American/White	ME	Gunshot	Justified	April 12, 2014	2014	
20.	Male	African-American/Black	NV	Gunshot	Unknown	February 14, 2014	2014	
17.	Male	European-American/White	GA	Gunshot	Unknown	February 14, 2014	2014	
18.	Male	Unknown race	OH	Gunshot	Unreported	February 15, 2014	2014	
44.	Male	Hispanic/Latino	OK	Pepper spray	Justified	February 15, 2014	2014	
45.	Male	European-American/White	NY	Gunshot	Justified	February 15, 2014	2014	
41.	Male	Unknown race	KY	Gunshot	Justified	April 12, 2014	2014	
47.	Female	African-American/Black	TX	Gunshot	Bastrop County Deputy Daniel Willis has been indicted for the murder of Yvette Smith, ongoing	February 16, 2014	2014	
31.	Male	African-American/Black	LA	Gunshot	Unreported	February 16, 2014	2014	
47.	Male	Unknown race	FL	Gunshot	Unreported	February 16, 2014	2014	
34.	Male	Unknown race	WA	Gunshot	Unreported	February 16, 2014	2014	
17.	Male	European-American/White	GA	Gunshot	Criminal	February 17, 2014	2014	
17.	Male	African-American/Black	TX	Gunshot	Unreported	February 17, 2014	2014	
44.	Male	Unknown race	IN	Gunshot	Unreported	February 17, 2014	2014	
60.	Male	Unknown race	CA	Gunshot	Unreported	February 18, 2014	2014	
42.	Male	Hispanic/Latino	CA	Gunshot	Unreported	February 18, 2014	2014	
37.	Male	European-American/White	TX		Justified	February 18, 2014	2014	
70.	Male	Unknown race	MT	Gunshot	Unreported	February 20, 2014	2014	
38.	Male	Hispanic/Latino	CA	Gunshot	Unreported	February 21, 2014	2014	
44.	Male	Hispanic/Latino	AZ	Gunshot	Unreported	February 22, 2014	2014	
33.	Male	European-American/White	WA	Taser/illegal restraints	Justified	February 23, 2014	2014	
18.	Male	Unknown race	CA	Gunshot	Unreported	February 23, 2014	2014	
37.	Male	African-American/Black	OH	Gunshot	Unreported	February 24, 2014	2014	
70.	Male	European-American/White	SC	Gunshot	Justified	February 25, 2014	2014	
57.	Male	European-American/White	AZ	Gunshot	Unreported	February 25, 2014	2014	
48.	Male	Unknown race	MI	Gunshot	Unreported	February 25, 2014	2014	
47.	Male	European-American/White	TX	Gunshot	Criminal	February 26, 2014	2014	
42.	Female	European-American/White	TX	Gunshot	Criminal	February 26, 2014	2014	
62.	Male	European-American/White	CA	Gunshot	Unreported	February 26, 2014	2014	
33.	Male	Unknown race	IL	Gunshot	Unreported	February 26, 2014	2014	
32.	Male	Asian	CT	Gunshot	Unreported	February 26, 2014	2014	
27.	Male	African-American/Black	FL	Gunshot	Unreported	February 27, 2014	2014	
23.	Male	African-American/Black	TX	Gunshot	Unreported	February 28, 2014	2014	
51.	Male	European-American/White	FL	Gunshot	Unreported	February 28, 2014	2014	
37.	Male	Unknown race	FL	Taser	Unreported	February 28, 2014	2014	
24.	Male	African-American/Black	GA	Gunshot	Unreported	June 16, 2014	2014	
56.	Male	Unknown race	IL	Gunshot	Unreported	February 3, 2014	2014	
28.	Male	African-American/Black	FL	Gunshot	Justified	February 4, 2014	2014	
45.	Male	Unknown race	PA	Gunshot	Unreported	February 4, 2014	2014	
34.	Male	Unknown race	CO	Gunshot	Unreported	February 4, 2014	2014	
39.	Male	European-American/White, Pacific Islander	HI	Under Investigation	Unreported	February 4, 2014	2014	
62.	Female	Unknown race	CA	Gunshot	Pending investigation	February 4, 2014	2014	
25.	Male	African-American/Black	MD	Gunshot	Justified	February 5, 2014	2014	
51.	Male	Unknown race	FL	Gunshot	Justified	February 5, 2014	2014	
21.	Male	African-American/Black	FL	Taser	Unreported	February 5, 2014	2014	
35.	Male	European-American/White	OK	Gunshot	Justified	June 16, 2014	2014	
43.	Male	Unknown race	AZ	Gunshot	Unreported	February 6, 2014	2014	
27.	Female	Unknown race	LA	Gunshot	Unreported	February 7, 2014	2014	
42.	Male	European-American/White	MI	Gunshot	Justified	February 7, 2014	2014	
49.	Male	European-American/White	TX	Gunshot	Unreported	February 7, 2014	2014	
36	Male	European-American/White	MN	Weapon	Unknown	February 7, 2014	2014	
36	Female	European-American/White	MN	Weapon	Unknown	February 7, 2014	2014	
20.	Male	African-American/Black	NE	Gunshot	Unreported	February 7, 2014	2014	
24.	Male	Hispanic/Latino	WA	Gunshot	Pending investigation	April 12, 2014	2014	
41.	Male	European-American/White	KY	Gunshot	Justified	April 12, 2014	2014	
45.	Male	Unknown race	CA	Gunshot	Unreported	February 9, 2014	2014	
20.	Male	African-American/Black	MI	Gunshot	unknown	January 1, 2014	2014	
33.	Male	European-American/White	OK	Gunshot	unknown	January 1, 2014	2014	
50.	Male	African-American/Black	NY	Gunshot	Unreported	January 10, 2014	2014	
53.	Female	Unknown race	CA	Gunshot	Unreported	April 13, 2014	2014	
32.	Male		CA	Gunshot	Unreported	January 12, 2014	2014	
35.	Male	Unknown race	AZ	Gunshot	Unknown	January 12, 2014	2014	
24.	Male	Unknown race	MD	Gunshot	Unreported	January 13, 2014	2014	
24.	Male		WV	Gunshot	Justified	January 14, 2014	2014	
68.	Male	European-American/White	MI	Gunshot	Justified	January 14, 2014	2014	
34.	Male	European-American/White	CO	Gunshot	Justified	January 14, 2014	2014	
58.	Male	African-American/Black	CA	Gunshot	Unreported	January 14, 2014	2014	
30.	Male	African-American/Black	FL	Gunshot	Unreported	January 14, 2014	2014	
40.	Male	Hispanic/Latino	AZ	Gunshot	Justified	January 14, 2014	2014	
22.	Male	European-American/White	IN	Gunshot	Justified	January 15, 2014	2014	
75.	Male	Unknown race	MI	Gunshot	Unreported	January 15, 2014	2014	
19.	Male	African-American/Black	OK	Gunshot	Justified	January 16, 2014	2014	
28.	Male		CA	Gunshot	Unreported	January 16, 2014	2014	
34.	Male	European-American/White	UT	Gunshot	Criminal	January 16, 2014	2014	
32.	Female	European-American/White	UT	Gunshot	Criminal	January 16, 2014	2014	
7.	Male	European-American/White	UT	Gunshot	Criminal	January 16, 2014	2014	
5.	Female	European-American/White	UT	Gunshot	Criminal	January 16, 2014	2014	
55.	Female		UT	Gunshot	Criminal	January 16, 2014	2014	
26.	Male	African-American/Black	TX	Gunshot		January 16, 2014	2014	
26.	Male	African-American/Black	TX	Gunshot	Under Investigation	January 16, 2014	2014	
21.	Male	African-American/Black	NC	Gunshot	Unreported	June 18, 2014	2014	
38.	Male	European-American/White	AZ	Tasered	Unreported	April 13, 2014	2014	
67.	Male	European-American/White	NC	Gunshot	Justified	April 13, 2014	2014	
23.	Male	European-American/White	OH	Gunshot	Justified	January 18, 2014	2014	
41.	Male	European-American/White	PA	Gunshot	Unreported	January 19, 2014	2014	
40.	Male	Hispanic/Latino	AZ	Gunshot	Justified	April 13, 2014	2014	
35.	Male	European-American/White	TX	Gunshot	Criminal	January 2, 2014	2014	
47.	Male	European-American/White	TX	Gunshot	justified	January 2, 2014	2014	
	Male		AL	Gunshot	Unreported	January 20, 2014	2014	
36.	Male	European-American/White	WA	Gunshot	Unreported	January 20, 2014	2014	
54.	Male	European-American/White	IN	Gunshot	Unreported	January 20, 2014	2014	
42.	Male	European-American/White	CA	Gunshot	Excusable	January 21, 2014	2014	
21.	Male		CA	Gunshot	Unreported	January 21, 2014	2014	
19.	Male		CA	Gunshot	Unreported	January 21, 2014	2014	
35.	Male	European-American/White	TN	Gunshot	Unreported	January 21, 2014	2014	
31.	Male	African-American/Black	LA	Gunshot	Unreported	January 21, 2014	2014	
43.	Male	European-American/White	KY	Gunshot	Unreported	January 22, 2014	2014	
44.	Male	Unknown race	OR	Medical emergency	Unreported	January 24, 2014	2014	
53.	Male	Unknown race	SC	Gunshot	Unreported	January 24, 2014	2014	
29.	Male	European-American/White	CA	Gunshot	Unreported	January 24, 2014	2014	
43.	Male	Asian	CA	Gunshot	Unreported	January 25, 2014	2014	
35.	Male	European-American/White	OK	Gunshot	Justified	January 25, 2014	2014	
27.	Male	African-American/Black	CT	Gunshot	Suicide	January 25, 2014	2014	
45.	Male	Hispanic/Latino	TX	Gunshot	Pending Investigation	June 19, 2014	2014	
27.	Male	European-American/White	CA	Gunshot	Unreported	January 26, 2014	2014	
	Male	African-American/Black	CO	Gunshot	Justified	January 26, 2014	2014	
45.	Male	European-American/White	SC	Gunshot	Unknown	January 27, 2014	2014	
22.	Male	Hispanic/Latino	FL	Gunshot, Suicide	Suicide	January 27, 2014	2014	
56.	Male	African-American/Black	PA	Gunshot	Unreported	January 27, 2014	2014	
39.	Male	Hispanic/Latino	CA	Gunshot	Unreported	January 27, 2014	2014	
21.	Female	European-American/White	NC	Gunshot	Justified	January 28, 2014	2014	
29.	Male	Hispanic/Latino	IA	Gunshot	Justified	January 28, 2014	2014	
28.	Male	European-American/White	IL	Gunshot	Justified	January 28, 2014	2014	
46.	Male	Unknown race	NJ	Gunshot	Unreported	January 28, 2014	2014	
37.	Male	Unknown race	CA	Gunshot	Unreported	June 19, 2014	2014	
42.	Male	Unknown race	WV	Gunshot	Unreported	January 29, 2014	2014	
25.	Male	African-American/Black	MD	Gunshot	Unreported	January 29, 2014	2014	
42.	Male	European-American/White	WV	Gunshot	Unreported	January 29, 2014	2014	
19.	Male	African-American/Black	WI	Gunshot	Unreported	January 29, 2014	2014	
25.	Male	African-American/Black	MI	Asphyxiated	Justified	January 29, 2014	2014	
29.	Male	Hispanic/Latino	LA	Gunshot	Pending investigation	January 29, 2014	2014	
21.	Male	Unknown race	OK	Gunshot	Unreported	January 3, 2014	2014	
25.	Male	European-American/White	TX	Gunshot	Justified	January 3, 2014	2014	
35.	Male	Hispanic/Latino	CO	Gunshot	Justified	January 3, 2014	2014	
30.	Female	Unknown race	WA	Gunshot	Unreported	January 3, 2014	2014	
30.	Male	European-American/White	OR	Vehicle	Justified	January 3, 2014	2014	
47.	Male	European-American/White	CA	Gunshot	Pending investigation	January 30, 2014	2014	
47.	Male	European-American/White	CA	Gunshot	Pending investigation	January 30, 2014	2014	
36.	Male	Hispanic-Latino	CA	Gunshot	Unreported	January 30, 2014	2014	
27.	Male	Hispanic-Latino	UT	Gunshot	Justified	January 31, 2014	2014	
31.	Male	Unknown race	SC	Gunshot	Justified	January 31, 2014	2014	
33.	Male	Hispanic-Latino	CA	Gunshot	Unreported	January 31, 2014	2014	
17.	Male	European-American/White	FL	Gunshot	Pending Investigation	June 19, 2014	2014	
23.	Male	Hispanic/Latino	WA	Gunshot	Unreported	January 4, 2014	2014	
30.	Male	Unknown race	GA	Gunshot	Unreported	January 4, 2014	2014	
23.	Male	European-American/White	CO	Gunshot	Unreported	January 4, 2014	2014	
49.	Male	European-American/White	AZ	Gunshot	Under Investigation	January 4, 2014	2014	
66.	Male	Hispanic/Latino	CO	Gunshot	Justified	January 4, 2014	2014	
29.	Male	European-American/White	LA	Gunshot	Justified	January 4, 2014	2014	
18.	Male	European-American/White	NC	Gunshot	Officer indicted for voluntary manslaughter	January 5, 2014	2014	
30.	Male	European-American/White	FL	Gunshot	Justified	January 5, 2014	2014	
49.	Male	European-American/White	WV	Gunshot	Unreported	January 6, 2014	2014	
40.	Male	European-American/White	NM	Gunshot	Unreported	January 7, 2014	2014	
47.	Male	Unknown race	FL	Gunshot	Justified	January 7, 2014	2014	
32.	Male	Unknown race	SC	Gunshot	Pending Investigation	June 19, 2014	2014	
35.	Male	Unknown race	AR	Gunshot	Under Investigation	January 9, 2014	2014	
51.	Male		TX	Gunshot	Justified	January 9, 2014	2014	
40.	Male	Hispanic/Latino	CA	Gunshot	Unreported	January 9, 2014	2014	
53.	Male	Unknown race	NC	Gunshot	Unreported	June 19, 2014	2014	
41.	Male	African-American/Black	FL	Gunshot	Justified	July 1, 2014	2014	
29.	Male	European-American/White	ND	Vehicle	Unreported	July 1, 2014	2014	
59.	Male	Unknown race	FL	Gunshot	Unreported	July 1, 2014	2014	
36.	Male	European-American/White	WA	Gunshot	Unreported	July 1, 2014	2014	
36.	Male	European-American/White	WA	Gunshot	Justified	June 19, 2014	2014	
22.	Male	Hispanic/Latino/Latino	CT	Taser	Justified	April 13, 2014	2014	
27.	Male	European-American/White	WA	Gunshot	Unreported	July 10, 2014	2014	
41.	Male	European-American/White	TX	Gunshot	Justified	July 11, 2014	2014	
36.	Female	European-American/White	SC	Gunshot	Unreported	July 12, 2014	2014	
33.	Male	European-American/White	LA	Gunshot	Unreported	July 12, 2014	2014	
54.	Male	Unknown race	FL	Gunshot	Unreported	July 12, 2014	2014	
55.	Male	Unknown race	WY	Gunshot	Unreported	July 13, 2014	2014	
29.	Male	African-American/Black	NY	Tasered	Unreported	July 13, 2014	2014	
27.	Male	African-American/Black	NJ	Gunshot	Justified	July 13, 2014	2014	
46.	Male	Unknown race	NC	Gunshot	Unreported	July 13, 2014	2014	
26.	Male	European-American/White	AZ	Gunshot	Justified	July 13, 2014	2014	
21.	Male	Asian	CA	Gunshot	Unreported	July 13, 2014	2014	
46.	Male	European-American/White	MI	Gunshot	Justified	July 14, 2014	2014	
47.	Male	African-American/Black	CA	Gunshot	Unreported	July 14, 2014	2014	
34.	Male	European-American/White	TX	Gunshot	Unreported	July 14, 2014	2014	
24.	Male	European-American/White	TN	Gunshot	Unreported	July 15, 2014	2014	
27.	Male	Hispanic/Latino	CA	Gunshot	Unreported	July 16, 2014	2014	
23.	Male	Unknown race	MI	Gunshot	Unreported	July 16, 2014	2014	
30.	Male	Hispanic/Latino	CA	Gunshot	Unreported	July 16, 2014	2014	
41.	Female	European-American/White	CA	Gunshot	Under investigation	July 16, 2014	2014	
49.	Male	Unknown race	TX	Gunshot	Pending investigation	July 17, 2014	2014	
36.	Male	Unknown race	CA	Gunshot	Unreported	July 17, 2014	2014	
43	Male	African-American/Black	NY	Asphyxiation	Justified	July 17, 2014	2014	
71.	Male	Unknown race	OR	Gunshot	Unreported	July 17, 2014	2014	
71.	Male	European-American/White	OR	Gunshot	Unreported	July 17, 2014	2014	
21.	Male	European-American/White	NC	Gunshot	Unreported	June 2, 2014	2014	
22.	Male	European-American/White	SC	Gunshot	Unreported	June 2, 2014	2014	
52.	Female	Unknown race	SC	Gunshot	Unreported	June 2, 2014	2014	
25.	Male	African-American/Black	AZ	Gunshot	Unreported	July 18, 2014	2014	
34.	Male	Unknown race	NV	Gunshot	Unreported	July 18, 2014	2014	
41.	Male	Hispanic/Latino	IL	Tasered	Unreported	July 19, 2014	2014	
27.	Male	European-American/White	NM	Gunshot	Unreported	July 2, 2014	2014	
32.	Male	Hispanic/Latino	CO	Gunshot	Justified	July 2, 2014	2014	
34.	Male	African-American/Black	PA	Gunshot	Unreported	June 2, 2014	2014	
28.	Male	Unknown race	WA	Gunshot	Unreported	July 20, 2014	2014	
52.	Male	Unknown race	AL	Gunshot	Criminal	July 20, 2014	2014	
53.	Female	Unknown race	CA	gunshot	Unknown	April 13, 2014	2014	
38.	Male	European-American/White	UT	Gunshot	Unreported	April 13, 2014	2014	
54.	Male	Unknown race	MD	Gunshot	Unreported	July 21, 2014	2014	
19.	Male	African-American/Black	MD	Gunshot	Unreported	July 22, 2014	2014	
29.	Male	African-American/Black	GA	Gunshot	Pending investigation	July 22, 2014	2014	
37.	Male	African-American/Black	SC	Gunshot	Justified	July 22, 2014	2014	
33.	Male	European-American/White	NM	Gunshot	Unreported	July 22, 2014	2014	
29.	Male	Hispanic/Latino	TX	Gunshot	Unreported	July 22, 2014	2014	
37.	Male	African-American/Black	SC	Gunshot	Unreported	July 22, 2014	2014	
29.	Male	African-American/Black	FL	Gunshot	Unreported	July 23, 2014	2014	
37.	Female	Unknown race	GA	Gunshot	Unreported	July 24, 2014	2014	
31.	Male	European-American/White, Unknown race	UT	Gunshot	Justified	July 25, 2014	2014	
33.	Male	European-American/White	TX	Bean bag, taser	Unknown	July 25, 2014	2014	
33.	Male	Unknown race	CA	Gunshot	Unreported	July 25, 2014	2014	
37.	Male	Unknown race	WV	Gunshot	Unreported	July 26, 2014	2014	
95.	Male	European-American/White	IL	Bean bag rounds	pending trial of Craig Taylor	July 26, 2014	2014	
19.	Male	African-American/Black	SC	Gunshot	Unreported	June 20, 2014	2014	
33.	Male	European-American/White	TX	Gunshot	Unreported	July 27, 2014	2014	
33.	Male	European-American/White	CA	Medical emergency	Pending investigation	July 27, 2014	2014	
57.	Male	Unknown race	CA	Vehicle	Unreported	July 27, 2014	2014	
45.	Male	European-American/White	TN	Gunshot	Unreported	July 27, 2014	2014	
30.	Male	African-American/Black	TX	Gunshot	Unknown	June 20, 2014	2014	
53.	Male	Unknown race	IL	Gunshot	Unreported	July 28, 2014	2014	
27.	Male	African-American/Black, Unknown race	SC	Gunshot	Unreported	July 28, 2014	2014	
32.	Male	European-American/White	NY	Gunshot	Unreported	July 28, 2014	2014	
26.	Male	European-American/White	WY	Gunshot	Unreported	July 29, 2014	2014	
34.	Male	Unknown race	WA	Gunshot	Unreported	July 29, 2014	2014	
27.	Male	European-American/White	NV	Gunshot	Unreported	July 29, 2014	2014	
51.	Male	Unknown race	NV	Gunshot	Unreported	July 29, 2014	2014	
25.	Male	Unknown race	IL	Gunshot	Unreported	July 29, 2014	2014	
26.	Male	Native American/Alaskan	WY	Gunshot	Unreported	July 29, 2014	2014	
70.	Male	European-American/White	TX	Gunshot	Unreported	June 20, 2014	2014	
64.	Female	African-American/Black	MI	Vehicle	Unreported	July 3, 2014	2014	
60.	Male	Unknown race	GA	Gunshot	Unreported	July 3, 2014	2014	
20	Male	Unknown race	CO	Gunshot	Unknown	July 3, 2014	2014	
40.	Male	Unknown race	FL	Gunshot	Unreported	July 3, 2014	2014	
32.	Male	European-American/White	NE	Gunshot	Justified	June 20, 2014	2014	
23.	Male	Native American/Alaskan	CA	Gunshot	Unreported	June 20, 2014	2014	
45.	Male	Asian	CA	Gunshot	Unreported	April 13, 2014	2014	
20.	Male	African-American/Black	IL	Gunshot	Pending investigation	April 13, 2014	2014	
35.	Male	European-American/White	KY	Gunshot	Unreported	June 21, 2014	2014	
54.	Male	European-American/White	MI	Gunshot	Pending investigation	June 21, 2014	2014	
22.	Male	Pacific Islander	CA	Gunshot	Unknown	June 21, 2014	2014	
31.	Male	European-American/White	ND	Gunshot	Justified	June 21, 2014	2014	
22.	Male	Hispanic/Latino	CA	Gunshot	Unknown	June 21, 2014	2014	
24.	Male	European-American/White	FL	Gunshot	Unreported	April 14, 2014	2014	
45.	Male	Unknown race	MS	Gunshot	Unreported	April 14, 2014	2014	
45.	Male	African-American/Black	TX	Gunshot	Pending Investigation	June 22, 2014	2014	
45.	Male	European-American/White	NC	Gunshot	Pending Investigation	June 22, 2014	2014	
38.	Male	European-American/White	MT	Gunshot	Pending Investigation	April 14, 2014	2014	
80.	Male	European-American/White	TX	Gunshot	Justified	June 24, 2014	2014	
24.	Male	African-American/Black	CA	Gunshot	Unreported	June 24, 2014	2014	
20.	Male	African-American/Black	NJ	Gunshot	Unreported	June 24, 2014	2014	
